Наименование;Группа видов номеналтуры;Папка видов номенклатуры;Вид номенклатуры;фильтр;Единица хранения;Артикул;Производитель;Поставщик;Товарная категория;Субкатегория;Бренд;Линейка;Сублинейка;Канал;Ценовая группа;Единица измерения веса;Вес;Единица измерения объема;Объем;Единица измерения площади;Площадь;Единица измерения длины;Длина;Ширина;Высота;Импортный товар (учет по ГТД);Единица измерения срока годности;Срок годности;Использовать упаковки;Набор упаковок;Код ТНВЭД;База;Литражи;Цвет (готовый / колеровка);Цвет (если готовый);Степень блеска;Эффект;Стиль;Применение (что красить);Применение (материал);Расход применения, литр/кг на м2;Класс износостойкости;Материал ORAC;Текстовое описание;Ссылка на фото;Высота ворса;Материал ворса;Толщина ворса;Материал ручки;Рабочая ширина;Диаметр ядра;Совместимость/механизм крепления;Тип крепления/диаметр бюгеля/резьбы;Посадка (посадочное место);Тип кромки/лезвия;Покрытие рабочей части;Материал плюша (для валиков);Состав щетины/филамента;Клей/степень адгезии;Адгезия/сила клея (метрика);Время безопасного снятия (нед.);УФ-стойкость;Температурная стойкость;Прозрачность/цветопередача;Прочность на разрыв;Растяжимость/удлинение;Многоразовость;Влагостойкость (да/нет);Совместимость со средой;Сертификация/стандарт;Условия эксплуатации/тип поверхности
Краска Сharmant Majestic полуматовая акрил-уретановая для влажных помещений база С 0,4 л;Товары;ЛКМ;Тестеры;1;Шт;"00-00010118-04
";"ООО ""Лоймина""";"ООО ""Лоймина""";Пробники;;Charmant;Сharmant Majestic;;Décor Plus;Средний;л (дм3);;л (дм3);0,4;м2;;;;;;;;;;;;База С;0,4;Колеровка;;Полуматовая;;;Стены ,Потолок,;;;3 класс;;"Полуматовая водно-дисперсионная акрил-уретановая краска для внутренней отделки помещений. Экологична, без резкого запаха. Обладает повышенной прочностью и устойчивостью к воздействию влаги, придает поверхности благородный легкий блеск. Содержит добавки от плесени и грибка.
";https://drive.google.com/file/d/1BCne5mdcH5XZb2TgG602VEOepqDllHSJ/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Charmant Ultra ультраматовая акрил-уретановая, база С 0,4 л;Товары;ЛКМ;Тестеры;1;Шт;"00-00012992-04
";"ООО ""Лоймина""";"ООО ""Лоймина""";Пробники;;Charmant;Charmant Ultra;;Décor Plus;Средний;л (дм3);;л (дм3);0,4;м2;;;;;;;;;;;;База С;0,4;Колеровка;;Ультраматовая;;;Стены ,Потолок,;;;3 класс;;"Полуматовая водно-дисперсионная акрил-уретановая краска для внутренней отделки помещений. Экологична, без резкого запаха. Обладает повышенной прочностью и устойчивостью к воздействию влаги, придает поверхности благородный легкий блеск. Содержит добавки от плесени и грибка.
";https://drive.google.com/file/d/10C81ox7INYdHhaAcGSJSY6_-GFFGKoVq/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Wall Comfort 7 база А 0,4 л;Товары;ЛКМ;Тестеры;1;Шт;"СН000022805-04
";"ООО ""Лоймина""";"ООО ""Лоймина""";Пробники;;Swiss Lake;Wall Comfort 7;;Décor Plus;Средний;л (дм3);;л (дм3);0,4;м2;;;;;;;;;;;;База А;0,4;Колеровка;;Матовая;;;Стены ,Потолок,;;;3 класс;;Wall Comfort 7 Матовая водно-дисперсионная акриловая краска для стен и потолков, без резкого запаха. Благодаря использованию швейцарских технологий и высококачественных сырьевых компонентов удается создать идеально гладкое и прочное покрытие, надолго сохраняющее насыщенность цвета. Содержит добавки от плесени и грибка.;https://drive.google.com/file/d/1doCRlDgZFfHKu8KrB8cRBNbJanWip-gP/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Wall Comfort 7 база А 0,9 л;Товары;ЛКМ;Интерьерные краски;1;Шт;"СН000022805-09
";"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Wall Comfort 7;;Décor Plus;Средний;л (дм3);;л (дм3);0,9;м2;10,8;;;;;;;;;;;База А;0,9;Колеровка;;Матовая;;;Стены ,Потолок,;;12;3 класс;;Профессиональная водно-дисперсионная краска с выразительным матовым покрытием. Идеально подходит для отделки стен и потолков в жилых и общественных интерьерах.;https://drive.google.com/file/d/1_sZNJ3cJ8lO3yUB6LkXIH4fvMccD2aCH/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Wall Comfort 7 база А 2,7 л;Товары;ЛКМ;Интерьерные краски;1;Шт;СН000022805-27;"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Wall Comfort 7;;Décor Plus;Средний;л (дм3);;л (дм3);2,7;м2;86,4;;;;;;;;;;;База А;2,7;Колеровка;;Матовая;;;Стены ,Потолок,;;32;3 класс;;Профессиональная водно-дисперсионная краска с элегантным матовым финишем. Professional состав предназначен для высококачественной отделки внутренних стен и потолков.;https://drive.google.com/file/d/1km3BRz68mUvwyp07xWHtJrN30gEk8kt9/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Wall Comfort 7 база А 9 л;Товары;ЛКМ;Интерьерные краски;1;Шт;"СН000022805-90
";"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Wall Comfort 8;;Décor Plus;Премиум;л (дм3);;л (дм3);9;м2;972;;;;;;;;;;;База А;9;Колеровка;;Матовая;;;Стены ,Потолок,;;108;3 класс;;Профессиональная водно-дисперсионная краска с элегантным матовым финишем. Professional состав предназначен для высококачественной отделки внутренних стен и потолков.;https://drive.google.com/file/d/19cRYtbyIVK12pEH7G1IBpIIPFj_sgu6Q/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Tactile 3 база А 0,9 л;Товары;ЛКМ;Интерьерные краски;1;Шт;"СН000022931-09
";"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Tactile 3;;Décor Plus;Средний;л (дм3);;л (дм3);0,9;м2;10,8;;;;;;;;;;;База А;0,9;Колеровка;;Глубокоматовая;;;Стены ,Потолок,;;12;3 класс;;Профессиональная декоративная краска с выразительной глубокоматовой текстурой. Подходит для создания стильных интерьеров с акцентом на тактильные и визуальные ощущения.;https://drive.google.com/file/d/1py4nCI3OBXtRfYbW8vwLVTFhuiPWrMgV/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Tactile 3 база А 2,7 л ;Товары;ЛКМ;Интерьерные краски;1;Шт;"СН000022931-27
";"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Tactile 3;;Décor Plus;Средний;л (дм3);;л (дм3);2,7;м2;86,4;;;;;;;;;;;База А;2,7;Колеровка;;Глубокоматовая;;;Стены ,Потолок,;;32;3 класс;;Профессиональная интерьерная краска с выразительной глубокоматовой текстурой, предназначенная для премиальной отделки стен и потолков. Professional состав обеспечивает износостойкость и элегантный внешний вид.;https://drive.google.com/file/d/1vSjE1oU66RRRVxZ4UK5VLpJp4Pkminlw/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Tactile 3 база А 9 л;Товары;ЛКМ;Интерьерные краски;1;Шт;"СН000022931-90
";"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Tactile 3;;Décor Plus;Премиум;л (дм3);;л (дм3);9;м2;972;;;;;;;;;;;База А;9;Колеровка;;Глубокоматовая;;;Стены ,Потолок,;;108;3 класс;;Профессиональная интерьерная краска с выразительной глубокоматовой текстурой, предназначенная для премиальной отделки стен и потолков. Professional состав обеспечивает износостойкость и элегантный внешний вид.;https://drive.google.com/file/d/1ctgF0yQXZCNqPQPo5fMUf1o31f1q86xp/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Semi-matt 20 база А 0,9 л;Товары;ЛКМ;Интерьерные краски;1;Шт;"СН000022460-09
";"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Semi-matt 20;;Décor Plus;Средний;л (дм3);;л (дм3);0,9;м2;9,9;;;;;;;;;;;База А;0,9;Колеровка;;Полуматовая;;;Стены ,Потолок,;;11;3 класс;;Профессиональная водно-дисперсионная краска с утончённой полуматовой отделкой. Идеальный выбор для жилых и коммерческих помещений, где требуется баланс между матовой глубиной и лёгким шелковистым блеском.;https://drive.google.com/file/d/1I2O8nAgF3d-F3e_fT4SIZRWu_nJ8n30g/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
Краска Swiss Lake Semi-matt 20 база А 2,7 л;Товары;ЛКМ;Интерьерные краски;1;Шт;"СН000022460-27
";"ООО ""Лоймина""";"ООО ""Лоймина""";Интерьерные краски;;Swiss Lake;Semi-matt 20;;Décor Plus;Средний;л (дм3);;л (дм3);2,7;м2;81;;;;;;;;;;;База А;2,7;Колеровка;;Полуматовая;;;Стены ,Потолок,;;30;3 класс;;Профессиональная водно-дисперсионная краска с утончённой полуматовой отделкой. Идеальный выбор для жилых и коммерческих помещений, где требуется баланс между матовой глубиной и лёгким шелковистым блеском.;https://drive.google.com/file/d/1ZvwvmYjvAAP-wSRdSCQNTd3Ac5Q47OA4/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;
